timestamp,close,high,low,open,volume,price,position,cash,value,action,action_label,ret,total_profit
2025-01-02 00:00:00,243.85,249.1,241.82,248.93,55740731.0,243.85,0,100000.0,100000.0,1,HOLD,0.0,0.0
2025-01-03 00:00:00,243.36,244.18,241.89,243.36,40244114.0,243.36,0,100000.0,100000.0,1,HOLD,0.0,0.0
2025-01-06 00:00:00,245.0,247.33,243.2,244.31,45045600.0,245.0,0,100000.0,100000.0,2,BUY,-9.995999999899226e-05,-0.009995999999999186
2025-01-07 00:00:00,242.21,245.55,241.35,242.98,40856000.0,242.21,408,30.004000000000815,99990.004,0,SELL,-0.011483169537512028,-1.1581981679999882
2025-01-08 00:00:00,242.7,243.71,240.05,241.92,37628940.0,242.7,0,98841.80183200001,98841.80183200001,1,HOLD,0.0,-1.1581981679999882
2025-01-10 00:00:00,236.85,240.16,233.0,240.01,61710900.0,236.85,0,98841.80183200001,98841.80183200001,1,HOLD,0.0,-1.1581981679999882
2025-01-13 00:00:00,234.4,234.67,229.72,233.53,49630725.0,234.4,0,98841.80183200001,98841.80183200001,1,HOLD,0.0,-1.1581981679999882
2025-01-14 00:00:00,233.28,236.12,232.47,234.75,39435300.0,233.28,0,98841.80183200001,98841.80183200001,1,HOLD,0.0,-1.1581981679999882
2025-01-15 00:00:00,237.87,238.96,234.43,234.64,39832000.0,237.87,0,98841.80183200001,98841.80183200001,1,HOLD,0.0,-1.1581981679999882
2025-01-16 00:00:00,228.26,238.01,228.03,237.35,71759100.0,228.26,0,98841.80183200001,98841.80183200001,1,HOLD,0.0,-1.1581981679999882
2025-01-17 00:00:00,229.98,232.29,228.48,232.12,68488301.0,229.98,0,98841.80183200001,98841.80183200001,1,HOLD,0.0,-1.1581981679999882
2025-01-21 00:00:00,222.64,224.42,219.38,224.0,98070429.0,222.64,0,98841.80183200001,98841.80183200001,1,HOLD,0.0,-1.1581981679999882
2025-01-22 00:00:00,223.83,224.12,219.79,219.79,64126500.0,223.83,0,98841.80183200001,98841.80183200001,1,HOLD,0.0,-1.1581981679999882
2025-01-23 00:00:00,223.66,227.03,222.3,224.74,60234800.0,223.66,0,98841.80183200001,98841.80183200001,1,HOLD,0.0,-1.1581981679999882
2025-01-24 00:00:00,222.78,225.63,221.41,224.78,54697907.0,222.78,0,98841.80183200001,98841.80183200001,1,HOLD,0.0,-1.1581981679999882
2025-01-27 00:00:00,229.86,232.15,223.98,224.02,94863418.0,229.86,0,98841.80183200001,98841.80183200001,2,BUY,-9.97654212805956e-05,-1.1680591619999905
2025-01-28 00:00:00,238.26,240.19,230.81,230.85,75707600.0,238.26,429,222.0008380000072,98831.94083800001,1,HOLD,0.036461896522606556,2.435540838000001
2025-01-29 00:00:00,239.36,239.86,234.01,234.12,45486100.0,239.36,429,222.0008380000072,102435.540838,1,HOLD,0.0046067995164071375,2.9074408380000096
2025-01-30 00:00:00,237.59,240.79,237.21,238.67,55658300.0,237.59,429,222.0008380000072,102907.44083800001,1,HOLD,-0.007378766722884336,2.148110838000008
2025-01-31 00:00:00,236.0,247.19,233.44,247.19,101075128.0,236.0,429,222.0008380000072,102148.11083800001,1,HOLD,-0.006677656536155654,1.4660008380000071
2025-02-03 00:00:00,228.01,231.83,225.7,229.99,73063301.0,228.01,429,222.0008380000072,101466.000838,0,SELL,-0.033878260703843165,-1.9714907910000037
2025-02-04 00:00:00,232.8,233.13,226.65,227.25,45067301.0,232.8,0,98028.509209,98028.509209,1,HOLD,0.0,-1.9714907910000037
2025-02-05 00:00:00,232.47,232.67,228.27,228.53,39664989.0,232.47,0,98028.509209,98028.509209,1,HOLD,0.0,-1.9714907910000037
2025-02-06 00:00:00,233.22,233.8,230.43,231.29,29925349.0,233.22,0,98028.509209,98028.509209,1,HOLD,0.0,-1.9714907910000037
2025-02-07 00:00:00,227.63,234.0,227.26,232.6,39707224.0,227.63,0,98028.509209,98028.509209,1,HOLD,0.0,-1.9714907910000037
2025-02-10 00:00:00,227.65,230.59,227.2,229.57,33115645.0,227.65,0,98028.509209,98028.509209,1,HOLD,0.0,-1.9714907910000037
2025-02-11 00:00:00,232.62,235.23,228.13,228.2,53718400.0,232.62,0,98028.509209,98028.509209,2,BUY,-9.990259036813417e-05,-1.9812840930000093
2025-02-12 00:00:00,236.87,236.96,230.68,231.2,45243300.0,236.87,421,85.69590699998662,98018.71590699999,1,HOLD,0.018254166905016217,-0.1920340930000093
2025-02-13 00:00:00,241.53,242.34,235.57,236.91,53614100.0,241.53,421,85.69590699998662,99807.96590699999,1,HOLD,0.01965634688726534,1.7698259069999913
2025-02-14 00:00:00,244.6,245.55,240.99,241.25,40896227.0,244.6,421,85.69590699998662,101769.82590699999,1,HOLD,0.01269993329032891,3.062295906999978
2025-02-18 00:00:00,244.47,245.18,241.84,244.15,48822500.0,244.47,421,85.69590699998662,103062.29590699998,1,HOLD,-0.0005310380437172818,3.007565906999982
2025-02-19 00:00:00,244.87,246.01,243.16,244.66,32204215.0,244.87,421,85.69590699998662,103007.56590699998,1,HOLD,0.0016348313690900459,3.1759659069999904
2025-02-20 00:00:00,245.83,246.78,244.29,244.94,32316907.0,245.83,421,85.69590699998662,103175.96590699999,1,HOLD,0.003917191338536972,3.5801259069999944
2025-02-21 00:00:00,245.55,248.69,245.22,245.95,53197431.0,245.55,421,85.69590699998662,103580.125907,0,SELL,-0.0012378596171420324,3.4519082519999937
2025-02-24 00:00:00,247.1,248.86,244.42,244.93,51326400.0,247.1,0,103451.908252,103451.908252,2,BUY,-9.984136759214071e-05,3.4415794719999977
2025-02-25 00:00:00,247.04,250.0,244.91,248.0,48013300.0,247.04,418,153.7794719999947,103441.579472,1,HOLD,-0.0002424556945840918,3.416499471999996
2025-02-26 00:00:00,240.36,244.98,239.13,244.33,44433600.0,240.36,418,153.7794719999947,103416.499472,0,SELL,-0.027097098260723915,0.6142124240000121
2025-02-27 00:00:00,237.3,242.46,237.06,239.41,41153639.0,237.3,0,100614.21242400001,100614.21242400001,1,HOLD,0.0,0.6142124240000121
2025-02-28 00:00:00,241.84,242.09,230.2,236.95,56833400.0,241.84,0,100614.21242400001,100614.21242400001,1,HOLD,0.0,0.6142124240000121
2025-03-03 00:00:00,238.03,244.03,236.11,241.79,47184000.0,238.03,0,100614.21242400001,100614.21242400001,2,BUY,-9.983545821107733e-05,0.6041675580000155
2025-03-04 00:00:00,235.93,240.07,234.68,237.71,53798100.0,235.93,422,155.50755800001207,100604.16755800002,1,HOLD,-0.008808780207641786,-0.2820324419999815
2025-03-05 00:00:00,235.74,236.55,229.23,235.42,47227643.0,235.74,422,155.50755800001207,99717.96755800002,1,HOLD,-0.0008040677318515097,-0.3622124419999891
2025-03-06 00:00:00,235.33,237.86,233.16,234.44,45170419.0,235.33,422,155.50755800001207,99637.78755800001,1,HOLD,-0.001736489782027091,-0.5352324419999787
2025-03-07 00:00:00,239.07,241.37,234.76,235.11,46273600.0,239.07,422,155.50755800001207,99464.76755800002,1,HOLD,0.015867729234512996,1.0430475580000056
2025-03-10 00:00:00,227.48,236.16,224.22,235.54,72071200.0,227.48,422,155.50755800001207,101043.047558,0,SELL,-0.04849991933525665,-3.857532097999996
2025-03-11 00:00:00,220.84,225.84,217.45,223.81,76137410.0,220.84,0,96142.467902,96142.467902,1,HOLD,0.0,-3.857532097999996
2025-03-12 00:00:00,216.98,221.75,214.91,220.14,62547500.0,216.98,0,96142.467902,96142.467902,1,HOLD,0.0,-3.857532097999996
2025-03-13 00:00:00,209.68,216.84,208.42,215.95,61368330.0,209.68,0,96142.467902,96142.467902,1,HOLD,0.0,-3.857532097999996
2025-03-14 00:00:00,213.49,213.95,209.58,211.25,60107600.0,213.49,0,96142.467902,96142.467902,2,BUY,-9.992514452300853e-05,-3.867139148000002
2025-03-17 00:00:00,214.0,215.22,209.97,213.31,48073426.0,214.0,450,62.360851999997976,96132.860852,1,HOLD,0.00238732102595944,-3.637639148000002
2025-03-18 00:00:00,212.69,215.15,211.49,214.16,42432426.0,212.69,450,62.360851999997976,96362.360852,0,SELL,-0.006216857336173786,-4.236710198000001
2025-03-19 00:00:00,215.24,218.76,213.75,214.22,54385400.0,215.24,0,95763.289802,95763.289802,1,HOLD,0.0,-4.236710198000001
2025-03-20 00:00:00,214.1,217.49,212.22,213.99,48862947.0,214.1,0,95763.289802,95763.289802,1,HOLD,0.0,-4.236710198000001
2025-03-21 00:00:00,218.27,218.84,211.28,211.56,94127800.0,218.27,0,95763.289802,95763.289802,2,BUY,-9.983184599932078e-05,-4.246270424000002
2025-03-24 00:00:00,220.73,221.48,218.58,221.0,44299500.0,220.73,438,151.4695759999886,95753.729576,1,HOLD,0.011252616527417138,-3.168790424000021
2025-03-25 00:00:00,223.75,224.1,220.08,220.77,34493600.0,223.75,438,151.4695759999886,96831.20957599998,1,HOLD,0.013660471719586993,-1.8460304240000114
2025-03-26 00:00:00,221.53,225.02,220.47,223.51,34532656.0,221.53,438,151.4695759999886,98153.96957599999,1,HOLD,-0.00990647657135458,-2.818390424000012
2025-03-27 00:00:00,223.85,224.99,220.56,221.39,37094800.0,223.85,438,151.4695759999886,97181.60957599999,0,SELL,0.010355409571629275,-1.8120350540000072
2025-03-28 00:00:00,217.9,223.81,217.68,221.67,39818617.0,217.9,0,98187.964946,98187.964946,1,HOLD,0.0,-1.8120350540000072
2025-03-31 00:00:00,222.13,225.62,216.23,217.01,65299321.0,222.13,0,98187.964946,98187.964946,1,HOLD,0.0,-1.8120350540000072
2025-04-01 00:00:00,223.19,223.68,218.9,219.81,36412740.0,223.19,0,98187.964946,98187.964946,2,BUY,-9.978861467686624e-05,-1.821833095000009
2025-04-02 00:00:00,223.89,225.19,221.02,221.32,35905904.0,223.89,439,197.75690499998746,98178.16690499999,0,SELL,0.003029912233794299,-1.524361866000021
2025-04-03 00:00:00,203.19,207.49,201.25,205.54,103419006.0,203.19,0,98475.63813399998,98475.63813399998,1,HOLD,0.0,-1.524361866000021
2025-04-04 00:00:00,188.38,199.88,187.34,193.89,125910913.0,188.38,0,98475.63813399998,98475.63813399998,1,HOLD,0.0,-1.524361866000021
2025-04-07 00:00:00,181.46,194.15,174.62,177.2,160466300.0,181.46,0,98475.63813399998,98475.63813399998,1,HOLD,0.0,-1.524361866000021
2025-04-08 00:00:00,172.42,190.34,169.21,186.7,120859500.0,172.42,0,98475.63813399998,98475.63813399998,1,HOLD,0.0,-1.524361866000021
2025-04-09 00:00:00,198.85,200.61,171.89,171.95,184395900.0,198.85,0,98475.63813399998,98475.63813399998,1,HOLD,0.0,-1.524361866000021
2025-04-10 00:00:00,190.42,194.78,183.0,189.07,121880000.0,190.42,0,98475.63813399998,98475.63813399998,1,HOLD,0.0,-1.524361866000021
2025-04-11 00:00:00,198.15,199.54,186.06,186.1,87435915.0,198.15,0,98475.63813399998,98475.63813399998,2,BUY,-9.980377061917635e-05,-1.5341901060000238
2025-04-14 00:00:00,202.52,212.94,201.16,211.44,101352911.0,202.52,496,183.4098939999676,98465.80989399998,1,HOLD,0.022012920041091896,0.6333298939999659
2025-04-15 00:00:00,202.14,203.51,199.8,201.86,51343900.0,202.14,496,183.4098939999676,100633.32989399997,1,HOLD,-0.001872938122952595,0.44484989399995545
2025-04-16 00:00:00,194.27,200.7,192.37,198.36,59732423.0,194.27,496,183.4098939999676,100444.84989399996,0,SELL,-0.0389582521761007,-3.4683058980000347
2025-04-17 00:00:00,196.98,198.83,194.42,197.2,52164675.0,196.98,0,96531.69410199996,96531.69410199996,1,HOLD,0.0,-3.4683058980000347
2025-04-21 00:00:00,193.16,193.8,189.81,193.27,46742537.0,193.16,0,96531.69410199996,96531.69410199996,1,HOLD,0.0,-3.4683058980000347
2025-04-22 00:00:00,199.74,201.59,195.97,196.12,52976400.0,199.74,0,96531.69410199996,96531.69410199996,1,HOLD,0.0,-3.4683058980000347
2025-04-23 00:00:00,204.6,208.0,202.8,206.0,52929200.0,204.6,0,96531.69410199996,96531.69410199996,2,BUY,-9.98289741990996e-05,-3.477942558000039
2025-04-24 00:00:00,208.37,208.83,202.94,204.89,47311000.0,208.37,471,155.4574419999699,96522.05744199996,0,SELL,0.018294841819371955,-1.7120867850000214
2025-04-25 00:00:00,209.28,209.75,206.2,206.37,38222300.0,209.28,0,98287.91321499998,98287.91321499998,2,BUY,-9.98620448724286e-05,-1.7219020170000148
2025-04-28 00:00:00,210.14,211.5,207.46,210.0,38743100.0,210.14,469,125.77798299997812,98278.09798299999,1,HOLD,0.0,-1.7219020170000148
